,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age_Months,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Creative_professionals,Business_professionals,Technical_professionals,Service_professionals,Early_months,Spring_months,Summer_months,Good_credit_mix,Standard_credit_mix,Small_value_payments,Medium_value_payments,Large_value_payments,Credit_Score
4922,28,11.23839256202354,8.765259572721197,3,7,7,1,5,6,6.31,0,5.231162091360629,29.4126119539644,370,0,3.9897193852496686,5.009359384913983,6.5322237205219285,1,0,0,0,1,0,0,1,0,0,1,0,Standard
4923,18,11.362278838770083,8.853369670019646,4,5,3,3,7,7,8.35,2,7.157322626450183,37.020485119711,332,0,4.780206973374357,5.305274031414789,6.444556940711933,1,0,0,0,1,0,0,1,0,0,1,0,Poor
4924,19,11.363188032425409,8.837165768504041,5,3,8,2,15,4,11.79,1,7.234436886282928,36.3137655235572,192,0,4.789484264720501,5.419253317814841,6.384511422927552,0,0,0,1,0,1,0,1,0,0,1,0,Standard
4925,28,9.89607615586011,7.253725127304425,7,8,29,6,40,17,1.98,8,7.872939026879148,30.902917324744,189,1,3.9689843312977993,4.094524654561445,5.763291023092378,0,1,0,0,1,0,0,0,0,1,0,0,Poor
4926,54,10.633010537947936,8.188360829820676,1,3,4,3,6,4,11.68,2,6.477280007869805,30.201191057721,235,0,4.631021264659312,5.180700181769823,5.856376964047679,0,0,1,0,1,0,0,1,0,0,0,1,Good
4927,17,9.867719432318552,7.3059316665632785,5,5,19,6,8,9,10.09,8,7.734917485197295,34.8327747911848,120,1,3.949500266838273,5.1054633820971445,5.403041158713726,0,1,0,0,0,1,0,0,1,1,0,0,Poor
4928,42,10.886828710571224,8.403267768096518,9,9,17,7,61,21,14.8,9,7.3254585279521525,35.7354904014628,210,1,5.640443309678515,4.290960683130085,5.80374282225693,0,0,1,0,0,1,0,0,0,0,0,0,Standard
4929,52,9.74842896068145,7.249410489331123,8,7,6,2,16,12,8.25,0,6.864336164864494,23.6628548773473,344,0,2.9143854986271225,4.088716270727858,5.836641720243683,0,1,0,0,1,0,0,1,0,0,1,0,Good
4930,22,10.498002917763468,8.081862771597297,4,5,14,3,20,13,8.2,5,6.9170420233738685,24.6799804514958,222,1,4.302592506689729,5.546304448031768,5.6107370468896,0,1,0,0,0,1,0,0,1,0,1,0,Standard
4931,26,10.518587512280316,8.055814394476432,6,5,6,2,15,8,8.54,4,6.695205415878797,24.7313050465618,382,0,3.459329747291387,4.7580793775697465,6.05652482783658,0,0,1,0,0,0,1,1,0,1,0,0,Standard
4932,28,9.732741045628245,7.071623235633466,5,3,1,1,9,6,7.78,2,7.297707346348472,33.7498167906146,395,0,2.534372978660872,4.397060112324253,5.716980294167214,0,0,1,0,1,0,0,1,0,0,1,0,Standard
4933,26,9.75119090293216,7.111333921843548,6,7,19,0,20,9,2.95,6,6.793174610270882,27.817603623772,212,0,4.815762881230732,4.442423252256707,5.768138567125368,0,0,0,0,0,0,1,0,1,0,0,1,Good
4934,44,10.81291317336821,8.341209905278888,8,5,27,5,29,20,24.59,12,8.15188105408184,22.4932782407746,30,1,5.231243000141743,4.818272589407067,5.9623954338749785,0,0,0,1,0,0,1,0,0,0,1,0,Standard
4935,41,11.008149505030785,8.526220323975743,7,6,24,7,16,8,15.47,7,7.525887922736623,31.5204562858007,99,1,5.187549383901325,4.496424725889381,6.18581522782661,0,1,0,0,1,0,0,0,1,0,1,0,Standard
4936,55,10.402243833929,7.853392492824853,5,3,9,4,4,10,4.96,3,7.149013759721518,29.8066622179903,341,0,4.555105633307535,4.282847693219323,5.828598731915588,0,1,0,0,1,0,0,1,0,0,1,0,Standard
4937,22,10.84760938143609,8.33764977202246,3,5,12,3,29,20,7.7,4,6.003590726905823,26.9486272431693,227,1,4.733316459143045,5.584110366665718,5.792984698121752,1,0,0,0,0,1,0,0,1,1,0,0,Standard
4938,43,10.879632162221027,8.417521463875879,10,9,23,8,31,25,15.3,7,7.973899470845668,31.3320810711792,25,1,5.432354837605226,5.015330656084029,5.778191362781781,0,0,0,1,1,0,0,0,0,0,1,0,Standard
4939,38,9.60188030666742,7.07472134695143,10,7,20,8,54,21,25.8,13,8.508291690348766,24.3888003341554,111,1,3.9942994865095995,3.7420584837810265,5.70942943801284,1,0,0,0,0,1,0,0,0,0,1,0,Poor
4940,33,11.107653738162695,8.616609475080587,4,3,18,2,17,8,9.75,2,6.147698769138618,36.4236557897145,239,1,4.3049091063418015,6.165202305787895,5.60691580859483,1,0,0,0,0,1,0,0,1,0,0,1,Standard
4941,17,9.821496280977803,7.432759903921394,3,3,32,5,24,12,17.8,8,7.480823039211541,26.1867459407881,137,1,4.208157805559253,3.699448895555612,5.7084020435469585,0,0,0,0,0,0,1,0,1,0,0,0,Standard
4942,40,10.746890767198357,8.262242230386548,9,6,29,7,30,24,4.69,15,8.122988446782783,26.9272315761648,127,1,5.407270451492241,4.683814945906523,5.724477672340978,0,0,0,0,0,0,1,0,0,0,1,0,Poor
4943,36,10.54437149478075,8.140780932334152,8,7,16,9,30,21,9.58,9,8.226814152083197,36.1946802734652,145,1,5.257942363686285,3.939745996798742,5.856984941113139,1,0,0,0,0,1,0,0,0,0,1,0,Poor
4944,47,10.351955315794937,7.827580424119199,7,4,14,3,19,12,9.16,1,7.02202102511048,26.6965177806896,183,0,4.18202435163137,5.796589819615002,4.985055973128884,1,0,0,0,1,0,0,0,1,1,0,0,Standard
4945,20,9.810750908346403,7.458218355976275,5,5,19,4,24,18,14.26,7,7.812418674615313,37.7367074725349,170,1,3.7003348672703553,4.631805879930466,5.670726678211904,0,0,1,0,0,1,0,0,1,1,0,0,Poor
4946,25,10.197601272529452,7.611130392124349,8,5,15,2,29,20,13.95,6,6.472315382122036,28.4357431986447,112,1,3.3718143976666397,4.919900806410445,5.786700197177594,1,0,0,0,0,1,0,0,1,1,0,0,Standard
4947,46,10.830633947900417,8.377044524272694,8,3,2,4,26,8,10.2,3,5.525413097700675,26.9396657711774,263,0,4.887288617292399,5.588130372285806,5.686247648498491,0,1,0,0,0,0,1,1,0,1,0,0,Standard
4948,24,9.923071528478863,7.554663912227771,3,3,20,2,11,10,9.01,4,6.111822043771716,30.1602149970208,288,0,2.969967723995178,4.073399775350037,5.973084567765647,0,0,0,1,0,1,0,0,1,0,1,0,Standard
4949,20,11.618978101057444,9.139775193633811,8,5,6,4,19,17,15.99,4,6.088545884758545,27.8464484281113,208,1,5.503152489351188,4.797114074475369,6.691143112695101,0,0,1,0,0,1,0,0,1,0,0,0,Standard
4950,14,9.175139528310252,6.430541049059374,6,7,18,3,58,18,17.3,10,7.640714344072972,27.4243280140249,109,1,3.011986138857378,3.6372324927512065,5.682683657594276,0,0,0,1,0,1,0,0,1,1,0,0,Poor
4951,42,9.738332209576042,7.39910653413558,7,5,19,2,11,20,19.2,1,6.5718768660127544,30.1990294914495,211,1,4.438440660201639,3.0696297541371727,5.893383490362803,0,0,1,0,0,1,0,0,1,0,0,0,Standard
4952,36,11.592367038152473,9.123840046195816,4,1,1,1,0,4,12.64,1,5.262379259742407,37.3137836274944,192,0,4.03637486922604,6.673779336453531,5.855454894380106,1,0,0,0,1,0,0,1,0,0,1,0,Good
4953,27,11.17788340515844,8.731965803980685,8,5,22,8,34,15,0.53,8,7.768524844230656,37.8653983173544,65,0,6.134449894014365,5.584123561024846,5.024787610188113,0,0,0,1,0,1,0,0,0,1,0,0,Poor
4954,55,10.200574262423048,7.821731334057657,7,4,9,1,5,16,2.24,3,5.422744944923089,25.6590942052513,333,1,2.4727360369644886,5.6254702509449865,5.5221185394472165,0,1,0,0,1,0,0,0,1,1,0,0,Standard
4955,22,9.611664250350447,6.893488152492612,7,5,17,8,47,24,17.45,13,8.145097093208552,36.3107951579993,173,1,4.492426139309487,4.254989824048826,5.432801873003499,0,0,0,0,0,0,1,0,0,1,0,0,Standard
4956,19,11.113827692288169,8.659914663104471,4,4,17,1,5,11,5.43,4,6.740613917783212,35.4758076156763,352,0,3.9793021326869784,5.328719310275667,6.3751113410328655,0,0,1,0,1,0,0,0,1,0,0,1,Standard
4957,26,9.651755465619424,7.37133519529118,6,6,17,2,43,15,18.2,7,7.63235752099958,24.9856922539536,206,1,3.0039925705192134,4.808098770675759,5.691409955088527,0,0,0,1,0,1,0,0,0,0,1,0,Poor
4958,24,11.0195516683179,8.534251861424172,3,7,8,2,8,13,9.87,4,6.339194604564908,41.7539205387654,199,0,4.425730016828254,5.731430348682541,5.9574387233052475,0,0,1,0,1,0,0,0,1,0,0,1,Standard
4959,31,10.713133166226049,8.275423707728752,1,4,7,1,14,12,2.97,1,6.964163967403762,33.1271384293574,339,0,3.2875959249194633,5.916648773826206,5.651346097530348,1,0,0,0,1,0,0,1,0,1,0,0,Standard
4960,49,11.337657850523186,8.813379500125272,4,4,9,3,12,21,0.54,3,7.120226078560039,30.1773696352063,275,0,4.936919806021669,6.377193856727918,5.4585012431224955,1,0,0,0,0,1,0,1,0,1,0,0,Good
4961,40,9.730748932381678,7.382909682684346,7,10,23,9,26,21,21.99,15,7.923554637562432,25.3403626133329,68,1,4.824261907243089,4.094495847521264,5.506642165520705,0,0,1,0,0,0,1,0,0,0,0,1,Standard
4962,22,10.971377196961258,8.4293694256628,6,5,9,3,29,14,7.36,3,5.733794248724172,38.6687142138334,287,1,5.768850985674946,5.087416788748835,6.158551467528541,0,0,1,0,0,1,0,0,1,1,0,0,Standard
4963,32,9.90854275344976,7.326540172464266,10,8,21,8,17,25,5.94,12,7.362886358105121,33.7798982581753,207,1,4.218215426824577,4.0430252262695525,5.727175497962807,1,0,0,0,0,1,0,0,0,0,1,0,Standard
4964,47,9.957632876019504,7.403302784406819,3,3,16,4,12,11,21.11,9,7.27220392921883,30.21431340699,373,1,3.7467565837569565,3.5048491838966638,5.853580409210403,0,0,1,0,0,0,1,0,1,1,0,0,Standard
4965,18,10.966848068044827,8.47069085816469,4,3,11,3,4,8,0.99,3,6.886409060962539,34.1514598754059,342,0,4.547194748402436,5.55306826152876,5.978596644563416,0,1,0,0,0,1,0,1,0,0,0,1,Good
4966,22,9.635538823934732,6.983708095981691,5,7,5,3,19,18,9.43,1,5.860501282589169,36.5363358874457,214,1,3.564540196812762,4.900513949854393,5.430262502724882,0,0,0,1,1,0,0,0,1,1,0,0,Standard
4967,40,10.468744825897167,7.960033011007248,3,7,9,2,11,11,3.28,3,6.76077383863321,39.8464509330134,389,0,3.7752136008328274,4.598789892316217,5.974943641660911,0,0,1,0,1,0,0,1,0,0,1,0,Good
4968,36,9.454165379989137,6.93384610061437,5,4,13,4,20,10,10.0,4,6.496563806500526,23.3588260144721,185,0,3.5210392158515798,4.296531376066207,5.618149278327002,1,0,0,0,1,0,0,0,1,0,1,0,Standard
4969,31,11.351403685212189,8.853293930469345,4,3,12,1,10,8,16.49,1,4.609361390606559,30.427002262925,252,1,4.237025857992289,4.718071033096437,6.631456408587923,1,0,0,0,0,1,0,0,1,0,0,0,Standard
4970,40,10.669343691371802,8.256795491991515,7,7,27,6,60,11,18.66,9,7.667050622011683,26.8301304806056,138,1,4.8770959296498555,5.864626325318822,5.146174299024205,0,0,1,0,1,0,0,0,1,0,0,1,Poor
4971,38,9.869072075720094,7.466961459230258,10,5,18,8,48,15,26.02,7,8.017389930931982,26.8810303407901,101,1,4.596143031339928,5.008470869454052,5.27888629587819,0,1,0,0,1,0,0,0,0,0,0,1,Poor
4972,46,10.616627783437105,8.131427028758887,3,2,5,3,5,8,8.72,3,7.0327125183865205,39.1132704861546,188,0,4.3281182507547316,4.78918931524536,6.072950878705249,0,0,1,0,0,0,1,1,0,1,0,0,Standard
4973,44,10.500640769564932,7.975300500771448,8,8,30,5,36,20,3.01,11,7.529272184590755,29.0589176482399,70,1,4.462222493845302,3.0049512637716003,6.0496343784697935,0,1,0,0,1,0,0,0,0,0,0,0,Poor
4974,25,9.69187909053328,7.212148808924948,7,6,30,4,61,18,7.66,11,7.766442321425291,36.8599319512951,185,1,3.897784977800995,3.8700877143976737,5.794051227829346,0,0,1,0,0,1,0,0,0,1,0,0,Standard
4975,26,11.033871080931425,8.559564065802531,4,4,7,5,21,19,10.39,8,7.537952010084237,36.1208270769385,219,1,5.408791357970057,4.0783669733920185,6.172181157708135,1,0,0,0,1,0,0,0,1,0,0,0,Poor
4976,27,10.846812932780345,8.304704549414161,7,5,15,2,34,17,12.03,7,7.478599223153944,40.3096701199582,102,1,4.213498576926258,5.074828503544001,6.056192235777842,1,0,0,0,0,1,0,0,1,0,1,0,Poor
4977,36,11.050825241371765,8.54746242085626,10,6,32,9,27,18,2.61,12,7.728301336672954,38.8373389480491,229,1,5.502138710565443,6.110379008914552,4.495810044600417,0,1,0,0,0,1,0,0,0,0,0,1,Poor
4978,32,10.955127024657784,8.410179458095001,9,5,32,5,19,18,29.34,9,8.096037629425423,34.4910806148302,106,1,5.427853124548441,5.109690845937752,5.846373913786147,0,0,0,1,1,0,0,0,0,1,0,0,Standard
4979,41,9.839197000651641,7.370789364785523,4,7,12,4,1,10,-0.319999999999999,2,6.760970735766676,34.6258314090735,263,0,3.8997631445205605,5.057617347635361,5.490104486856479,0,0,0,1,1,0,0,1,0,1,0,0,Standard
4980,35,9.583888853692141,7.0091687653582655,6,4,20,2,7,18,10.84,8,4.213460043112263,39.2776846139195,105,1,2.7660399185544744,4.311798586497161,5.635515618497904,0,0,0,1,1,0,0,0,1,1,0,0,Standard
4981,28,9.723281356787544,7.377652652582942,7,10,19,8,66,20,28.28,10,8.393200163610409,30.1592314891181,165,0,4.036104909484621,4.344556683686071,5.69143894420123,0,1,0,0,1,0,0,0,0,0,0,1,Poor
4982,54,11.637660634003518,9.16077225528014,5,4,7,3,5,16,18.59,1,6.8246453722591305,27.3057881093326,196,1,5.551472495340753,5.88778509208397,6.368903956038152,0,1,0,0,1,0,0,0,1,0,1,0,Standard
4983,48,10.104833656222421,7.6918455416839056,5,6,9,1,30,15,6.15,0,6.680729200403702,37.285710614159,274,0,2.38866160654221,5.074550875441523,5.762812336884876,0,0,1,0,1,0,0,0,1,0,0,1,Standard
4984,41,9.134537579810667,6.394425132627244,3,6,24,2,12,19,10.24,8,7.582539894857831,24.3983234779342,152,1,2.3529511604057545,3.6759173508654177,5.597860671569376,1,0,0,0,0,0,1,0,1,1,0,0,Standard
4985,35,10.253402599769844,7.761707379297374,3,7,13,3,8,14,9.45,5,7.4030001507811045,36.4525210159765,197,1,3.961924071943793,4.347589645497712,5.900009332617082,0,1,0,0,1,0,0,0,1,1,0,0,Poor
4986,24,10.47285506603115,7.979081442032763,5,5,3,4,10,8,5.84,2,6.902139540196502,35.3794445103763,280,0,4.733678610881748,4.459926735609809,5.890899626164802,1,0,0,0,1,0,0,1,0,0,0,1,Standard
4987,46,10.731256093989304,8.287950662424572,6,5,11,2,10,17,9.31,3,4.984291318756654,35.5931570152129,370,0,4.130267679793367,4.614408582345383,6.162146003761859,0,0,1,0,1,0,0,1,0,0,0,0,Poor
4988,36,9.228795032349495,6.893509284964897,4,3,8,3,7,10,6.16,0,6.375297355089033,35.5325027178041,376,0,2.9332384545360894,4.260066485918726,5.666365894347145,0,0,1,0,1,0,0,1,0,0,1,0,Good
4989,46,11.613287227654167,9.128054901188579,3,5,5,2,30,15,5.51,5,6.852538508344207,25.5897454066044,216,1,5.203213930236259,6.236024447089263,6.2506112605530495,0,0,1,0,0,0,1,0,1,1,0,0,Standard
4990,14,9.65621266858448,7.158158551545975,7,7,22,7,27,15,20.03,9,7.9752449098905185,33.7853705768065,170,1,4.4617317672649275,4.622076024615053,5.438565986706005,0,0,1,0,0,0,1,0,0,1,0,0,Poor
4991,20,10.631887488151834,8.199722019095336,7,7,26,6,35,18,12.99,9,7.393601499037114,31.8582583493214,218,1,5.16937627640468,5.24691332262991,5.553772142764215,0,1,0,0,1,0,0,0,0,1,0,0,Poor
4992,24,11.193121222321388,8.680064592122068,8,9,19,7,40,25,27.23,12,8.465550362264317,34.4754818511954,93,1,5.682845441772167,5.839913845189758,5.484418253660535,1,0,0,0,0,1,0,0,0,1,0,0,Poor
4993,50,11.169985195651536,8.660948021161373,8,4,5,2,30,19,8.95,3,6.7586402323784815,28.1788918181187,304,0,4.583460020313353,5.349028396465052,6.326228808379195,1,0,0,0,1,0,0,1,0,1,0,0,Good
4994,50,10.039532159390426,7.465400555305576,8,3,10,3,8,8,16.66,2,5.846005155046594,36.4017325785311,394,1,3.899461934061811,3.6247957102395554,5.822343185603651,0,0,0,1,1,0,0,0,1,0,1,0,Standard
4995,39,10.874972470417182,8.349982685428985,6,9,31,6,43,24,8.47,12,8.511016152733859,39.1678661656998,146,1,4.971868099923947,4.137138668484328,6.144381271512653,0,0,1,0,1,0,0,0,0,0,1,0,Standard
4996,23,9.705407276815588,7.380363845763449,5,5,16,3,22,17,21.02,8,7.389526893077373,27.6262015544827,80,1,3.5320514431316856,4.509746781105517,5.721375119856316,0,0,0,1,1,0,0,0,1,0,0,1,Standard
4997,45,11.297666002389542,8.773916189202483,2,4,6,4,16,5,6.27,0,5.688398072612454,41.6136598824507,322,0,4.961614652970019,5.625829612640704,6.186243335375068,1,0,0,0,1,0,0,1,0,1,0,0,Good
4998,44,9.081131054286367,6.197105823286048,8,5,18,5,8,23,9.13,4,5.457327647932645,23.5586499001305,165,1,3.170751191770249,3.2407175350754445,5.669035998116262,0,0,0,1,1,0,0,0,1,1,0,0,Standard
4999,34,10.90164468199618,8.354233772760493,3,5,5,2,25,13,4.78,5,6.30146446339808,38.9093591766398,278,0,4.408005003155577,4.476315967391138,6.224156610431998,0,1,0,0,0,1,0,0,1,0,1,0,Standard
5000,52,11.388452124048086,8.907343626279657,4,4,11,3,10,6,6.87,3,7.171641461667431,37.8456228517021,287,0,4.846512178729284,5.0149504537733245,6.580163569606483,0,1,0,0,1,0,0,1,0,1,0,0,Poor
5001,34,11.118519874320466,8.667910268886233,5,3,6,3,12,8,9.74,3,6.867027030067625,23.7425735430352,264,0,5.0706802261927875,5.522737615662436,6.090702947540988,0,1,0,0,1,0,0,1,0,0,0,1,Good
5002,43,10.249720568807776,7.782482074498583,5,7,15,3,23,16,14.35,8,6.859698845566448,33.3778463092323,212,1,4.12838968614432,5.039955505539292,5.681131126773386,0,1,0,0,1,0,0,0,1,0,0,1,Standard
5003,48,10.253388152332352,7.709253374495666,6,3,9,1,19,17,16.42,3,5.757670732545066,24.0403344795914,197,1,3.037430977539518,4.913381435199683,5.786705023131334,0,1,0,0,1,0,0,0,1,1,0,0,Standard
5004,40,10.425784725752965,7.990518182651256,9,8,17,7,50,15,6.03,9,7.168703156231281,27.2064775736149,127,1,5.19706172522567,5.108466053165388,5.476989984644826,0,1,0,0,0,1,0,0,0,1,0,0,Poor
5005,21,9.035111006035889,6.6800853532405,6,8,26,5,23,21,1.49,11,7.9887363810693035,37.3774554712049,161,1,3.0919503200711125,4.230502553028778,5.630734790984016,0,0,1,0,0,1,0,0,0,1,0,0,Poor
5006,26,11.079767422805315,8.626014710884759,5,6,12,2,15,10,7.13,6,6.270893909432783,39.2269189463999,70,0,4.329594166676148,5.397953242007247,6.2927064190379935,0,0,1,0,1,0,0,0,1,0,1,0,Standard
5007,26,10.991632246593236,8.462723277965237,3,4,5,4,7,7,7.33,0,6.853869152424335,25.4929576753546,300,0,4.760747293194591,6.032669318113385,5.437357790698025,0,0,0,0,0,1,0,1,0,1,0,0,Good
5008,31,10.177548907750158,7.573613051110677,4,7,9,2,17,12,7.34,3,5.023551519362802,30.4780534459676,352,1,3.177658208896419,3.9225283016090193,5.886374484253407,0,1,0,0,1,0,0,0,1,0,0,0,Standard
5009,36,10.4281971463806,7.987732791483724,5,3,19,4,15,13,16.35,5,5.15767503674557,31.6849528651226,77,1,4.318794961168411,5.10178167689902,5.7839754905945515,0,1,0,0,1,0,0,0,1,0,0,1,Standard
5010,38,9.946869308070948,7.453307397398099,5,5,12,4,13,8,4.07,0,6.645649980979936,38.6759494066041,388,0,3.6811021911383652,3.9175921863332097,5.806900672351746,0,0,1,0,1,0,0,1,0,0,1,0,Standard
5011,33,9.777948138801149,7.2298641401484725,7,5,31,7,25,14,26.55,12,8.455066692346563,37.8020172643386,36,1,4.389658241596695,4.0432410097900995,5.671189788572984,0,0,0,1,0,1,0,0,0,1,0,0,Poor
5012,38,9.895974903121854,7.431413708938164,6,7,15,5,40,24,6.57,10,8.169336395928386,28.2049038571969,168,1,4.31569256688254,5.060594072107013,5.421727345243945,0,1,0,0,0,1,0,0,0,1,0,0,Poor
5013,33,9.713594403445802,7.008878078189837,8,4,9,4,8,16,4.3,0,6.677851428249711,34.4676572773824,310,0,3.982650992285744,2.993151659704424,5.659599630634354,0,0,1,0,0,1,0,1,0,0,1,0,Poor
5014,26,10.675199811150934,8.177172834320281,2,3,3,3,4,2,1.39,4,6.883636751573329,26.8556391473909,322,0,4.548911293634534,5.729906175280097,5.409000164364763,0,0,1,0,1,0,0,1,0,0,0,1,Good
5015,34,11.567378422361076,9.05551996793372,7,7,19,1,7,20,14.17,1,6.130182466419805,35.1339949313546,254,0,3.8405110367003923,6.199909904006215,6.3755614643613425,0,0,0,0,1,0,0,0,1,0,0,1,Standard
5016,29,11.620923180158481,9.156275872924423,1,1,11,3,4,1,-0.54,0,6.130922095333855,39.3432098150919,360,0,5.049086380049288,5.263355628931568,6.743308071536508,0,1,0,0,0,0,1,1,0,0,1,0,Good
5017,35,8.869388315931255,6.737651776840681,7,10,22,4,54,18,9.03,6,7.70130872313477,26.4396791652306,76,1,2.8320571761035893,3.6417359379489174,5.765878560097645,0,0,1,0,1,0,0,0,0,1,0,0,Poor
5018,24,11.090366180399283,8.586606374559867,5,2,6,4,3,7,7.75,1,4.246206911531347,37.9633664475134,194,0,5.097031799164788,5.773412752235245,5.831208360306437,0,1,0,0,1,0,0,1,0,1,0,0,Good
5019,39,9.862669724673859,7.425361860002966,3,3,15,4,6,19,19.49,8,7.290681619975234,35.7310687528473,63,1,3.9966823120904444,4.982960921396395,5.550932717956938,0,0,0,1,1,0,0,0,1,1,0,0,Standard
5020,34,9.778245139773688,7.421459754873926,4,9,25,5,17,8,18.7,9,7.50689393222048,26.2504178777727,244,1,3.895533882951437,3.6950546066393173,5.792150713010839,0,0,0,1,0,0,1,0,1,0,1,0,Poor
5021,19,9.00448341776003,5.969452167606777,10,7,16,9,60,17,18.87,7,8.031378828653812,39.6731921208031,70,1,3.636370297464811,2.3800215674257497,5.599791997063169,0,1,0,0,0,1,0,0,0,0,1,0,Standard
5022,40,10.396895159560879,7.875428367944308,5,6,20,2,14,21,4.28,0,6.2240236328318845,39.4574364671652,195,0,3.853437479981988,4.487699323254469,5.932536424883314,0,0,1,0,1,0,0,0,1,0,1,0,Standard
5023,34,9.716940179544732,7.41398962896266,8,5,8,4,24,16,9.98,0,7.2522311154638714,31.0441079866344,218,1,3.573594613917151,3.106935409213781,5.851933129577314,0,0,0,0,1,0,0,0,1,0,0,0,Standard
5024,29,11.285147943381302,8.80834598394505,3,1,3,1,3,7,11.37,0,7.033030180396816,37.5266209910658,187,0,3.5424382345490226,5.570619245163059,6.495018968475814,0,0,0,1,0,1,0,1,0,1,0,0,Standard
5025,23,10.008844818188674,7.503755802779104,7,6,20,4,29,9,14.91,8,4.402809173856411,39.5332401626059,328,1,3.7948293886631013,5.423470770183658,5.3000632200250335,0,1,0,0,0,1,0,0,1,1,0,0,Standard
5026,25,10.724856429198203,8.214289184258362,6,10,23,4,49,15,4.44,11,7.187014478422834,34.4762169680826,118,1,4.716231540281167,5.947941230718137,5.103667494696546,1,0,0,0,1,0,0,0,0,1,0,0,Poor
5027,42,10.409741743205965,7.915387720628897,6,7,32,6,59,23,28.43,6,8.162621747854255,34.9905953000232,141,1,4.74534582465346,3.5655339518193077,5.895792833084027,0,0,0,1,1,0,0,0,0,0,0,0,Standard
5028,25,10.421520342175647,7.960278252901204,7,7,16,4,9,17,10.05,0,4.381401439279963,36.8185595305233,292,0,4.697577716631759,4.551954380708281,5.8050997018643935,0,0,1,0,1,0,0,0,1,0,1,0,Standard
5029,20,10.183415892345474,7.7385135397460605,6,6,10,4,16,19,11.21,5,7.228722212995334,25.8840399318504,368,1,3.892559972810386,5.4220209139391216,5.4977152458530885,0,0,0,1,0,1,0,0,1,1,0,0,Poor
5030,49,10.274203163357427,7.779725542696272,4,5,13,1,13,11,0.859999999999999,2,6.515897174280189,31.7150443462746,281,0,2.9601357300665625,4.765231908998806,5.893032505986451,1,0,0,0,0,1,0,0,1,1,0,0,Good
5031,34,10.305704725140933,7.892412197128188,4,7,8,2,21,12,17.84,4,6.951657325269266,37.2525966863029,383,1,3.7767186811534468,5.565548153927705,5.532394727795833,0,0,1,0,1,0,0,0,1,1,0,0,Standard
5032,27,10.582884125329244,8.08788969326571,5,1,6,1,1,3,0.8,4,7.266848297021819,34.4062252465366,348,0,3.2584335020510724,4.751716669776196,6.117413107589983,1,0,0,0,0,1,0,1,0,0,0,1,Good
5033,42,10.7419538146269,8.306149885953628,7,5,30,6,19,16,17.92,9,8.374880498641518,30.0706929062892,166,1,4.897563427010929,5.950012010721787,5.118883121136676,1,0,0,0,1,0,0,0,0,0,1,0,Poor
5034,19,10.035173493361503,7.635907568740772,3,4,17,3,13,9,11.18,3,5.208119098629888,29.9176845466848,211,1,3.726495992118337,4.3626738766262285,5.820453828442885,1,0,0,0,1,0,0,0,1,0,1,0,Standard
5035,34,10.454499576875328,8.03128129400455,7,6,30,5,15,20,8.55,10,7.54983545533845,28.3208963039174,107,1,4.695951924432482,3.357446476435871,6.014568658687179,0,0,1,0,1,0,0,0,0,0,0,0,Poor
5036,23,8.960465835125309,6.433072050806178,4,6,18,2,30,13,10.82,5,7.493779280193861,38.2255177330376,183,1,2.3967788203510727,3.5060083598247727,5.729792794325384,1,0,0,0,1,0,0,0,1,1,0,0,Standard
5037,49,11.386966698925429,8.928917779153322,5,4,3,2,18,3,4.48,1,4.21803603456465,38.0694214056024,251,0,4.4533695889610945,4.846831040787724,6.661160316089477,0,1,0,0,0,0,1,1,0,0,0,0,Good
5038,21,10.385740229944929,7.8753213384157705,8,10,25,9,26,17,5.41,12,7.5712367515863255,27.7122816810796,223,1,4.963083754456864,3.7977942275530534,5.754210266388332,0,1,0,0,1,0,0,0,0,0,0,0,Poor
5039,23,11.113673415776507,8.634474768029715,8,8,18,6,33,16,4.96,11,7.45868776161983,28.1105094905039,88,1,5.5305857918142225,5.396901622172606,5.8266042456360845,0,0,1,0,0,1,0,0,0,0,1,0,Standard
5040,18,9.779652993290469,7.332724494888433,10,7,21,8,56,19,0.15,9,8.50329911420828,38.7345244621063,64,1,4.274695522358245,3.5371561347154947,5.658530674082,0,0,1,0,0,0,1,0,0,0,0,0,Standard
5041,33,10.65342589895318,8.173326113561696,2,4,4,2,5,8,2.29,2,6.343194786118175,37.6404489775794,382,0,3.674638058193902,4.67017368693947,6.149239208014123,0,1,0,0,1,0,0,1,0,1,0,0,Good
5042,18,11.205455293116737,8.748549326952393,7,4,6,6,18,12,11.62,7,7.7917046208056275,23.9151897372158,126,1,5.446625532829499,4.476798037912318,6.310331546868425,0,0,0,0,0,1,0,0,1,0,0,0,Standard
5043,28,10.552417136288115,8.009746020911349,3,1,9,1,2,14,7.6,3,7.042469721527054,31.2998786279908,242,0,3.2783611993989763,5.468001496779694,5.791478565960813,0,1,0,0,0,1,0,1,0,1,0,0,Good
